ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,PAN,PAN_PRD,PRI,PRI_PVEM,PRD,PVEM,C_COMUN_NVA_ALIANZA_PSD,PT,MC,PUP,NVA_ALIANZA,PSD,MORENA,ES,PRS,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,CAND_IND10,CAND_IND11,CAND_IND12,CAND_IND13,CAND_IND14,CAND_IND15,CAND_IND16,CAND_IND17,CAND_IND18,CAND_IND19,CAND_IND20,CAND_IND21,CAND_IND22,CAND_IND23,CAND_IND24,CAND_IND25,CAND_IND26,CAND_IND27,CAND_IND28,CAND_IND29,CAND_IND30,CAND_IND31,CAND_IND32,CAND_IND33,CAND_IND34,CAND_IND35,CAND_IND36,CAND_IND37,CAND_IND38,CAND_IND39,CAND_IND40,CAND_IND41,CAND_IND42,CAND_IND43,CAND_IND44,CAND_IND45,CAND_IND46,CAND_IND47,PLANILLA_UNICA,NUM_VOTOS_CAN_NREG,NUM_VOTOS_VALIDOS,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,PARTICIPACION
20,OAXACA,76,SALINA CRUZ,41,105,,7731,,10750,,,,4075,284,602,440,94,4285,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833,,,,,,,,,,,10,29338,665,30013,61755,0.4860
20,OAXACA,121,SAN BLAS ATEMPA,6,22,,4961,,4005,,,,39,,,24,51,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10355,155,10510,13539,0.7763
20,OAXACA,303,SAN PEDRO COMITANCILLO,2,5,,911,,1003,,,,9,125,,,,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2676,51,2727,3373,0.8085
20,OAXACA,306,SAN PEDRO HUILOTEPEC,1,3,,157,,564,,,,170,0,404,62,,243,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1637,34,1671,2213,0.7551
20,OAXACA,442,SANTA MARIA XADANI ,4,10,11,,,1856,6,,,10,9,69,,,8,,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3844,8,3852,5705,0.6752
20,OAXACA,30,EL ESPINAL,7,14,,250,,1393,,,,34,11,1466,,,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5105,76,5181,6596,0.7855
20,OAXACA,43,HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA,48,115,,11610,,11273,,,,1344,926,307,164,127,3247,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618,7324,1053,,,,,,,,8,38033,1297,36958,66299,0.5574
20,OAXACA,127,SAN DIONISIO DEL MAR,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2244,0,2244,187,2431,3812,0.6377
20,OAXACA,138,SAN FRANCISCO DEL MAR,5,11,,20,,2171,,,,2,,2016,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4213,32,4245,5244,0.8095
20,OAXACA,140,SAN FRANCISCO IXHUATAN,8,14,,2196,1902,,,456,,29,6,,,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5064,99,5163,6929,0.7451
20,OAXACA,557,UNION HIDALGO,11,19,,1757,,2179,,,,2480,2,,40,15,414,,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,,,,,,,1,7678,194,7873,10499,0.7499
20,OAXACA,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,18,30,,4793,,2890,,,,434,101,170,96,454,1233,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10330,480,10810,16162,0.6689
20,OAXACA,48,MAGDALENA OCOTLAN,1,2,,305,,181,,,,7,,,,57,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,662,25,687,824,0.8337
20,OAXACA,77,SAN AGUSTIN AMATENGO,2,2,,300,,428,,,,15,,,12,16,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,923,47,970,1301,0.7456
20,OAXACA,536,VILLA SOLA DE VEGA,10,18,,856,,1136,,,,980,,,1651,50,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5089,349,5439,8736,0.6226
20,OAXACA,56,MARTIRES DE TACUBAYA,1,2,,6,,195,,,,107,183,192,5,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,844,27,871,1067,0.8163
20,OAXACA,69,PINOTEPA DE DON LUIS,5,9,,1799,,1409,,,,12,,,,,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3422,45,3467,4512,0.7684
20,OAXACA,87,SAN ANDRES HUAXPALTEPEC,3,6,,280,,820,,,,218,68,1038,18,,517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2959,67,3027,4328,0.6994
20,OAXACA,166,SAN JOSE ESTANCIA GRANDE,1,1,,3,,236,,,,143,,,0,11,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,562,13,575,741,0.7760
20,OAXACA,178,SAN JUAN BAUTISTA LO DE SOTO,2,5,,451,,469,,,,63,412,4,3,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1455,59,1514,1996,0.7585
20,OAXACA,184,SAN JUAN CACAHUATEPEC,7,12,,1194,,1169,,,,29,1368,256,,90,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4290,115,4405,6391,0.6893
20,OAXACA,190,SAN JUAN COLORADO,5,13,,1873,,2404,,,,15,,342,4,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4720,103,4823,6289,0.7669
20,OAXACA,225,SAN LORENZO,3,6,,972,,296,,,,14,50,199,892,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2972,72,3045,3829,0.7952
20,OAXACA,283,SAN MIGUEL TLACAMAMA,2,5,,127,,569,,,,17,,885,,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1973,85,2058,2527,0.8144
20,OAXACA,300,SAN PEDRO ATOYAC,4,6,,1183,,943,,,,6,,,,5,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2156,52,2209,2852,0.7745
20,OAXACA,310,SAN PEDRO JICAYAN,7,13,,2353,,1544,,,,47,,,,87,1159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5190,172,5366,7426,0.7226
20,OAXACA,342,SAN SEBASTIAN IXCAPA,4,7,,1087,,921,,,,15,,,,10,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2224,52,2276,2980,0.7638
20,OAXACA,407,SANTA MARIA CORTIJO,1,2,,2,,170,,,,332,67,140,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,719,18,737,950,0.7758
20,OAXACA,415,SANTA MARIA HUAZOLOTITLAN,5,15,,2048,,2198,,,,920,,,30,,432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5628,139,5767,7945,0.7259
20,OAXACA,468,SANTIAGO JAMILTEPEC,13,24,,1027,,4860,,,,193,82,,,,3428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9590,265,9856,13338,0.7389
20,OAXACA,475,SANTIAGO LLANO GRANDE,3,5,,24,,570,,,,1111,,,4,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1881,18,1899,2731,0.6953
20,OAXACA,484,SANTIAGO PINOTEPA NACIONAL,24,64,,11342,,7068,,,,878,185,107,541,122,1138,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286,,,,,,11,21696,672,22379,36976,0.6052
20,OAXACA,487,SANTIAGO TAPEXTLA,2,5,,104,,610,,,,617,,,,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1499,60,1559,2190,0.7119
20,OAXACA,506,SANTO DOMINGO ARMENTA,2,4,,904,,504,,,,116,,,,4,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1579,36,1615,2274,0.7102
20,OAXACA,316,SAN PEDRO MIXTEPEC,13,51,,5821,,8166,,,,2197,56,,97,,1806,,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,18299,520,18824,32893,0.5723
20,OAXACA,332,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,21,55,,2152,,4720,,,,236,262,755,4552,,5233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,11,18350,705,19066,32416,0.5882
20,OAXACA,364,SANTA CATARINA JUQUILA,7,22,,,,2170,115,,,3832,331,,,,1419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7867,243,8110,10924,0.7424
20,OAXACA,490,SANTIAGO TETEPEC,3,8,,673,,433,,,,1111,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2446,57,2503,3284,0.7622
20,OAXACA,59,MIAHUATLAN DE PORFIRIO DIAZ,22,54,,2857,,5990,,,,701,121,872,250,285,3743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948,,,,23,15767,675,16465,31839,0.5171
20,OAXACA,252,SAN MATEO RIO HONDO,4,6,,838,,751,,,,14,5,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1633,63,1696,2417,0.7017
20,OAXACA,322,SAN PEDRO POCHUTLA,18,54,,2782,,2772,,,,8917,2326,155,694,992,1229,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19972,738,20713,31242,0.6630
20,OAXACA,414,SANTA MARIA HUATULCO,10,48,,2529,,2302,,,,978,4742,162,3272,683,668,,2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437,,,2,18129,690,18821,30215,0.6229
20,OAXACA,440,SANTA MARIA TONAMECA,9,28,2312,,,1683,1242,,,144,931,,2218,281,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,,0,10910,489,11399,17084,0.6672
