ENTIDAD,CVE_ENTIDAD,MUNICIPIO,CVE_MUNICIPIO,YEAR,PARTIDO_GOBERNADOR
BAJA CALIFORNIA,2,TIJUANA,4,1995,PAN
BAJA CALIFORNIA,2,TIJUANA,4,1996,PAN
BAJA CALIFORNIA,2,TIJUANA,4,1997,PAN
BAJA CALIFORNIA,2,TIJUANA,4,1998,PAN
BAJA CALIFORNIA,2,TIJUANA,4,1999,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2000,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2001,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2002,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2003,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2004,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2005,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2006,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2007,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2008,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2009,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2010,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2011,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2012,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2013,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2014,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2015,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2016,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2017,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2018,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2019,PAN
BAJA CALIFORNIA,2,TIJUANA,4,2020,MORENA
BAJA CALIFORNIA SUR,3,COMONDU,1,1993,PRI
BAJA CALIFORNIA SUR,3,COMONDU,1,1994,PRI
BAJA CALIFORNIA SUR,3,COMONDU,1,1995,PRI
BAJA CALIFORNIA SUR,3,COMONDU,1,1996,PRI
BAJA CALIFORNIA SUR,3,COMONDU,1,1997,PRI
BAJA CALIFORNIA SUR,3,COMONDU,1,1998,PRI
BAJA CALIFORNIA SUR,3,COMONDU,1,1999,PRD
BAJA CALIFORNIA SUR,3,COMONDU,1,2000,PRD
BAJA CALIFORNIA SUR,3,COMONDU,1,2001,PRD
BAJA CALIFORNIA SUR,3,COMONDU,1,2002,PRD
BAJA CALIFORNIA SUR,3,COMONDU,1,2003,PRD
BAJA CALIFORNIA SUR,3,COMONDU,1,2004,PRD
BAJA CALIFORNIA SUR,3,COMONDU,1,2005,PRD
BAJA CALIFORNIA SUR,3,COMONDU,1,2006,PRD
BAJA CALIFORNIA SUR,3,COMONDU,1,2007,PRD
BAJA CALIFORNIA SUR,3,COMONDU,1,2008,PRD
BAJA CALIFORNIA SUR,3,COMONDU,1,2009,PRD
BAJA CALIFORNIA SUR,3,COMONDU,1,2010,PRD
BAJA CALIFORNIA SUR,3,COMONDU,1,2011,PAN
BAJA CALIFORNIA SUR,3,COMONDU,1,2012,PAN
BAJA CALIFORNIA SUR,3,COMONDU,1,2013,PAN
BAJA CALIFORNIA SUR,3,COMONDU,1,2014,PAN
BAJA CALIFORNIA SUR,3,COMONDU,1,2015,PAN
BAJA CALIFORNIA SUR,3,COMONDU,1,2016,PAN
BAJA CALIFORNIA SUR,3,COMONDU,1,2017,PAN
BAJA CALIFORNIA SUR,3,COMONDU,1,2018,PAN
BAJA CALIFORNIA SUR,3,COMONDU,1,2019,PAN
BAJA CALIFORNIA SUR,3,COMONDU,1,2020,PAN
BAJA CALIFORNIA SUR,3,LA PAZ,3,1993,PRI
BAJA CALIFORNIA SUR,3,LA PAZ,3,1994,PRI
BAJA CALIFORNIA SUR,3,LA PAZ,3,1995,PRI
BAJA CALIFORNIA SUR,3,LA PAZ,3,1996,PRI
BAJA CALIFORNIA SUR,3,LA PAZ,3,1997,PRI
BAJA CALIFORNIA SUR,3,LA PAZ,3,1998,PRI
BAJA CALIFORNIA SUR,3,LA PAZ,3,1999,PRD
BAJA CALIFORNIA SUR,3,LA PAZ,3,2000,PRD
BAJA CALIFORNIA SUR,3,LA PAZ,3,2001,PRD
BAJA CALIFORNIA SUR,3,LA PAZ,3,2002,PRD
BAJA CALIFORNIA SUR,3,LA PAZ,3,2003,PRD
BAJA CALIFORNIA SUR,3,LA PAZ,3,2004,PRD
BAJA CALIFORNIA SUR,3,LA PAZ,3,2005,PRD
BAJA CALIFORNIA SUR,3,LA PAZ,3,2006,PRD
BAJA CALIFORNIA SUR,3,LA PAZ,3,2007,PRD
BAJA CALIFORNIA SUR,3,LA PAZ,3,2008,PRD
BAJA CALIFORNIA SUR,3,LA PAZ,3,2009,PRD
BAJA CALIFORNIA SUR,3,LA PAZ,3,2010,PRD
BAJA CALIFORNIA SUR,3,LA PAZ,3,2011,PAN
BAJA CALIFORNIA SUR,3,LA PAZ,3,2012,PAN
BAJA CALIFORNIA SUR,3,LA PAZ,3,2013,PAN
BAJA CALIFORNIA SUR,3,LA PAZ,3,2014,PAN
BAJA CALIFORNIA SUR,3,LA PAZ,3,2015,PAN
BAJA CALIFORNIA SUR,3,LA PAZ,3,2016,PAN
BAJA CALIFORNIA SUR,3,LA PAZ,3,2017,PAN
BAJA CALIFORNIA SUR,3,LA PAZ,3,2018,PAN
BAJA CALIFORNIA SUR,3,LA PAZ,3,2019,PAN
BAJA CALIFORNIA SUR,3,LA PAZ,3,2020,PAN
BAJA CALIFORNIA SUR,3,LORETO,9,1993,PRI
BAJA CALIFORNIA SUR,3,LORETO,9,1994,PRI
BAJA CALIFORNIA SUR,3,LORETO,9,1995,PRI
BAJA CALIFORNIA SUR,3,LORETO,9,1996,PRI
BAJA CALIFORNIA SUR,3,LORETO,9,1997,PRI
BAJA CALIFORNIA SUR,3,LORETO,9,1998,PRI
BAJA CALIFORNIA SUR,3,LORETO,9,1999,PRD
BAJA CALIFORNIA SUR,3,LORETO,9,2000,PRD
BAJA CALIFORNIA SUR,3,LORETO,9,2001,PRD
BAJA CALIFORNIA SUR,3,LORETO,9,2002,PRD
BAJA CALIFORNIA SUR,3,LORETO,9,2003,PRD
BAJA CALIFORNIA SUR,3,LORETO,9,2004,PRD
BAJA CALIFORNIA SUR,3,LORETO,9,2005,PRD
BAJA CALIFORNIA SUR,3,LORETO,9,2006,PRD
BAJA CALIFORNIA SUR,3,LORETO,9,2007,PRD
BAJA CALIFORNIA SUR,3,LORETO,9,2008,PRD
BAJA CALIFORNIA SUR,3,LORETO,9,2009,PRD
BAJA CALIFORNIA SUR,3,LORETO,9,2010,PRD
BAJA CALIFORNIA SUR,3,LORETO,9,2011,PAN
BAJA CALIFORNIA SUR,3,LORETO,9,2012,PAN
BAJA CALIFORNIA SUR,3,LORETO,9,2013,PAN
BAJA CALIFORNIA SUR,3,LORETO,9,2014,PAN
BAJA CALIFORNIA SUR,3,LORETO,9,2015,PAN
BAJA CALIFORNIA SUR,3,LORETO,9,2016,PAN
BAJA CALIFORNIA SUR,3,LORETO,9,2017,PAN
BAJA CALIFORNIA SUR,3,LORETO,9,2018,PAN
BAJA CALIFORNIA SUR,3,LORETO,9,2019,PAN
BAJA CALIFORNIA SUR,3,LORETO,9,2020,PAN
BAJA CALIFORNIA SUR,3,LOS CABOS,8,1993,PRI
BAJA CALIFORNIA SUR,3,LOS CABOS,8,1994,PRI
BAJA CALIFORNIA SUR,3,LOS CABOS,8,1995,PRI
BAJA CALIFORNIA SUR,3,LOS CABOS,8,1996,PRI
BAJA CALIFORNIA SUR,3,LOS CABOS,8,1997,PRI
BAJA CALIFORNIA SUR,3,LOS CABOS,8,1998,PRI
BAJA CALIFORNIA SUR,3,LOS CABOS,8,1999,PRD
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2000,PRD
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2001,PRD
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2002,PRD
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2003,PRD
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2004,PRD
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2005,PRD
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2006,PRD
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2007,PRD
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2008,PRD
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2009,PRD
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2010,PRD
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2011,PAN
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2012,PAN
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2013,PAN
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2014,PAN
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2015,PAN
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2016,PAN
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2017,PAN
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2018,PAN
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2019,PAN
BAJA CALIFORNIA SUR,3,LOS CABOS,8,2020,PAN
BAJA CALIFORNIA SUR,3,MULEGE,2,1993,PRI
BAJA CALIFORNIA SUR,3,MULEGE,2,1994,PRI
BAJA CALIFORNIA SUR,3,MULEGE,2,1995,PRI
BAJA CALIFORNIA SUR,3,MULEGE,2,1996,PRI
BAJA CALIFORNIA SUR,3,MULEGE,2,1997,PRI
BAJA CALIFORNIA SUR,3,MULEGE,2,1998,PRI
BAJA CALIFORNIA SUR,3,MULEGE,2,1999,PRD
BAJA CALIFORNIA SUR,3,MULEGE,2,2000,PRD
BAJA CALIFORNIA SUR,3,MULEGE,2,2001,PRD
BAJA CALIFORNIA SUR,3,MULEGE,2,2002,PRD
BAJA CALIFORNIA SUR,3,MULEGE,2,2003,PRD
BAJA CALIFORNIA SUR,3,MULEGE,2,2004,PRD
BAJA CALIFORNIA SUR,3,MULEGE,2,2005,PRD
BAJA CALIFORNIA SUR,3,MULEGE,2,2006,PRD
BAJA CALIFORNIA SUR,3,MULEGE,2,2007,PRD
BAJA CALIFORNIA SUR,3,MULEGE,2,2008,PRD
BAJA CALIFORNIA SUR,3,MULEGE,2,2009,PRD
BAJA CALIFORNIA SUR,3,MULEGE,2,2010,PRD
BAJA CALIFORNIA SUR,3,MULEGE,2,2011,PAN
BAJA CALIFORNIA SUR,3,MULEGE,2,2012,PAN
BAJA CALIFORNIA SUR,3,MULEGE,2,2013,PAN
BAJA CALIFORNIA SUR,3,MULEGE,2,2014,PAN
BAJA CALIFORNIA SUR,3,MULEGE,2,2015,PAN
BAJA CALIFORNIA SUR,3,MULEGE,2,2016,PAN
BAJA CALIFORNIA SUR,3,MULEGE,2,2017,PAN
BAJA CALIFORNIA SUR,3,MULEGE,2,2018,PAN
BAJA CALIFORNIA SUR,3,MULEGE,2,2019,PAN
BAJA CALIFORNIA SUR,3,MULEGE,2,2020,PAN
CAMPECHE,4,CALAKMUL,10,1995,PRI
CAMPECHE,4,CALAKMUL,10,1996,PRI
CAMPECHE,4,CALAKMUL,10,1997,PRI
CAMPECHE,4,CALAKMUL,10,1998,PRI
CAMPECHE,4,CALAKMUL,10,1999,PRI
CAMPECHE,4,CALAKMUL,10,2000,PRI
CAMPECHE,4,CALAKMUL,10,2001,PRI
CAMPECHE,4,CALAKMUL,10,2002,PRI
CAMPECHE,4,CALAKMUL,10,2003,PRI
CAMPECHE,4,CALAKMUL,10,2004,PRI
CAMPECHE,4,CALAKMUL,10,2005,PRI
CAMPECHE,4,CALAKMUL,10,2006,PRI
CAMPECHE,4,CALAKMUL,10,2007,PRI
CAMPECHE,4,CALAKMUL,10,2008,PRI
CAMPECHE,4,CALAKMUL,10,2009,PRI
CAMPECHE,4,CALAKMUL,10,2010,PRI
CAMPECHE,4,CALAKMUL,10,2011,PRI
CAMPECHE,4,CALAKMUL,10,2012,PRI
CAMPECHE,4,CALAKMUL,10,2013,PRI
CAMPECHE,4,CALAKMUL,10,2014,PRI
CAMPECHE,4,CALAKMUL,10,2015,PRI
CAMPECHE,4,CALAKMUL,10,2016,PRI
CAMPECHE,4,CALAKMUL,10,2017,PRI
CAMPECHE,4,CALAKMUL,10,2018,PRI
CAMPECHE,4,CALAKMUL,10,2019,PRI
CAMPECHE,4,CALAKMUL,10,2020,PRI
CAMPECHE,4,CALKINI,1,1992,PRI
CAMPECHE,4,CALKINI,1,1993,PRI
CAMPECHE,4,CALKINI,1,1994,PRI
CAMPECHE,4,CALKINI,1,1995,PRI
CAMPECHE,4,CALKINI,1,1996,PRI
CAMPECHE,4,CALKINI,1,1997,PRI
CAMPECHE,4,CALKINI,1,1998,PRI
CAMPECHE,4,CALKINI,1,1999,PRI
CAMPECHE,4,CALKINI,1,2000,PRI
CAMPECHE,4,CALKINI,1,2001,PRI
CAMPECHE,4,CALKINI,1,2002,PRI
CAMPECHE,4,CALKINI,1,2003,PRI
CAMPECHE,4,CALKINI,1,2004,PRI
CAMPECHE,4,CALKINI,1,2005,PRI
CAMPECHE,4,CALKINI,1,2006,PRI
CAMPECHE,4,CALKINI,1,2007,PRI
CAMPECHE,4,CALKINI,1,2008,PRI
CAMPECHE,4,CALKINI,1,2009,PRI
CAMPECHE,4,CALKINI,1,2010,PRI
CAMPECHE,4,CALKINI,1,2011,PRI
CAMPECHE,4,CALKINI,1,2012,PRI
CAMPECHE,4,CALKINI,1,2013,PRI
CAMPECHE,4,CALKINI,1,2014,PRI
CAMPECHE,4,CALKINI,1,2015,PRI
CAMPECHE,4,CALKINI,1,2016,PRI
CAMPECHE,4,CALKINI,1,2017,PRI
CAMPECHE,4,CALKINI,1,2018,PRI
CAMPECHE,4,CALKINI,1,2019,PRI
CAMPECHE,4,CALKINI,1,2020,PRI
CAMPECHE,4,CAMPECHE,2,1992,PRI
CAMPECHE,4,CAMPECHE,2,1993,PRI
CAMPECHE,4,CAMPECHE,2,1994,PRI
CAMPECHE,4,CAMPECHE,2,1995,PRI
CAMPECHE,4,CAMPECHE,2,1996,PRI
CAMPECHE,4,CAMPECHE,2,1997,PRI
CAMPECHE,4,CAMPECHE,2,1998,PRI
CAMPECHE,4,CAMPECHE,2,1999,PRI
CAMPECHE,4,CAMPECHE,2,2000,PRI
CAMPECHE,4,CAMPECHE,2,2001,PRI
CAMPECHE,4,CAMPECHE,2,2002,PRI
CAMPECHE,4,CAMPECHE,2,2003,PRI
CAMPECHE,4,CAMPECHE,2,2004,PRI
CAMPECHE,4,CAMPECHE,2,2005,PRI
CAMPECHE,4,CAMPECHE,2,2006,PRI
CAMPECHE,4,CAMPECHE,2,2007,PRI
CAMPECHE,4,CAMPECHE,2,2008,PRI
CAMPECHE,4,CAMPECHE,2,2009,PRI
CAMPECHE,4,CAMPECHE,2,2010,PRI
CAMPECHE,4,CAMPECHE,2,2011,PRI
CAMPECHE,4,CAMPECHE,2,2012,PRI
CAMPECHE,4,CAMPECHE,2,2013,PRI
CAMPECHE,4,CAMPECHE,2,2014,PRI
CAMPECHE,4,CAMPECHE,2,2015,PRI
CAMPECHE,4,CAMPECHE,2,2016,PRI
CAMPECHE,4,CAMPECHE,2,2017,PRI
CAMPECHE,4,CAMPECHE,2,2018,PRI
CAMPECHE,4,CAMPECHE,2,2019,PRI
CAMPECHE,4,CAMPECHE,2,2020,PRI
CAMPECHE,4,CANDELARIA,11,1997,PRI
CAMPECHE,4,CANDELARIA,11,1998,PRI
CAMPECHE,4,CANDELARIA,11,1999,PRI
CAMPECHE,4,CANDELARIA,11,2000,PRI
CAMPECHE,4,CANDELARIA,11,2001,PRI
CAMPECHE,4,CANDELARIA,11,2002,PRI
CAMPECHE,4,CANDELARIA,11,2003,PRI
CAMPECHE,4,CANDELARIA,11,2004,PRI
CAMPECHE,4,CANDELARIA,11,2005,PRI
CAMPECHE,4,CANDELARIA,11,2006,PRI
CAMPECHE,4,CANDELARIA,11,2007,PRI
CAMPECHE,4,CANDELARIA,11,2008,PRI
CAMPECHE,4,CANDELARIA,11,2009,PRI
CAMPECHE,4,CANDELARIA,11,2010,PRI
CAMPECHE,4,CANDELARIA,11,2011,PRI
CAMPECHE,4,CANDELARIA,11,2012,PRI
CAMPECHE,4,CANDELARIA,11,2013,PRI
CAMPECHE,4,CANDELARIA,11,2014,PRI
CAMPECHE,4,CANDELARIA,11,2015,PRI
CAMPECHE,4,CANDELARIA,11,2016,PRI
CAMPECHE,4,CANDELARIA,11,2017,PRI
CAMPECHE,4,CANDELARIA,11,2018,PRI
CAMPECHE,4,CANDELARIA,11,2019,PRI
CAMPECHE,4,CANDELARIA,11,2020,PRI
CAMPECHE,4,CARMEN,3,1992,PRI
CAMPECHE,4,CARMEN,3,1993,PRI
CAMPECHE,4,CARMEN,3,1994,PRI
CAMPECHE,4,CARMEN,3,1995,PRI
CAMPECHE,4,CARMEN,3,1996,PRI
CAMPECHE,4,CARMEN,3,1997,PRI
CAMPECHE,4,CARMEN,3,1998,PRI
CAMPECHE,4,CARMEN,3,1999,PRI
CAMPECHE,4,CARMEN,3,2000,PRI
CAMPECHE,4,CARMEN,3,2001,PRI
CAMPECHE,4,CARMEN,3,2002,PRI
CAMPECHE,4,CARMEN,3,2003,PRI
CAMPECHE,4,CARMEN,3,2004,PRI
CAMPECHE,4,CARMEN,3,2005,PRI
CAMPECHE,4,CARMEN,3,2006,PRI
CAMPECHE,4,CARMEN,3,2007,PRI
CAMPECHE,4,CARMEN,3,2008,PRI
CAMPECHE,4,CARMEN,3,2009,PRI
CAMPECHE,4,CARMEN,3,2010,PRI
CAMPECHE,4,CARMEN,3,2011,PRI
CAMPECHE,4,CARMEN,3,2012,PRI
CAMPECHE,4,CARMEN,3,2013,PRI
CAMPECHE,4,CARMEN,3,2014,PRI
CAMPECHE,4,CARMEN,3,2015,PRI
CAMPECHE,4,CARMEN,3,2016,PRI
CAMPECHE,4,CARMEN,3,2017,PRI
CAMPECHE,4,CARMEN,3,2018,PRI
CAMPECHE,4,CARMEN,3,2019,PRI
CAMPECHE,4,CARMEN,3,2020,PRI
CAMPECHE,4,CHAMPOTON,4,1992,PRI
CAMPECHE,4,CHAMPOTON,4,1993,PRI
CAMPECHE,4,CHAMPOTON,4,1994,PRI
CAMPECHE,4,CHAMPOTON,4,1995,PRI
CAMPECHE,4,CHAMPOTON,4,1996,PRI
CAMPECHE,4,CHAMPOTON,4,1997,PRI
CAMPECHE,4,CHAMPOTON,4,1998,PRI
CAMPECHE,4,CHAMPOTON,4,1999,PRI
CAMPECHE,4,CHAMPOTON,4,2000,PRI
CAMPECHE,4,CHAMPOTON,4,2001,PRI
CAMPECHE,4,CHAMPOTON,4,2002,PRI
CAMPECHE,4,CHAMPOTON,4,2003,PRI
CAMPECHE,4,CHAMPOTON,4,2004,PRI
CAMPECHE,4,CHAMPOTON,4,2005,PRI
CAMPECHE,4,CHAMPOTON,4,2006,PRI
CAMPECHE,4,CHAMPOTON,4,2007,PRI
CAMPECHE,4,CHAMPOTON,4,2008,PRI
CAMPECHE,4,CHAMPOTON,4,2009,PRI
CAMPECHE,4,CHAMPOTON,4,2010,PRI
CAMPECHE,4,CHAMPOTON,4,2011,PRI
CAMPECHE,4,CHAMPOTON,4,2012,PRI
CAMPECHE,4,CHAMPOTON,4,2013,PRI
CAMPECHE,4,CHAMPOTON,4,2014,PRI
CAMPECHE,4,CHAMPOTON,4,2015,PRI
CAMPECHE,4,CHAMPOTON,4,2016,PRI
CAMPECHE,4,CHAMPOTON,4,2017,PRI
CAMPECHE,4,CHAMPOTON,4,2018,PRI
CAMPECHE,4,CHAMPOTON,4,2019,PRI
CAMPECHE,4,CHAMPOTON,4,2020,PRI
CAMPECHE,4,ESCARCEGA,9,1992,PRI
CAMPECHE,4,ESCARCEGA,9,1993,PRI
CAMPECHE,4,ESCARCEGA,9,1994,PRI
CAMPECHE,4,ESCARCEGA,9,1995,PRI
CAMPECHE,4,ESCARCEGA,9,1996,PRI
CAMPECHE,4,ESCARCEGA,9,1997,PRI
CAMPECHE,4,ESCARCEGA,9,1998,PRI
CAMPECHE,4,ESCARCEGA,9,1999,PRI
CAMPECHE,4,ESCARCEGA,9,2000,PRI
CAMPECHE,4,ESCARCEGA,9,2001,PRI
CAMPECHE,4,ESCARCEGA,9,2002,PRI
CAMPECHE,4,ESCARCEGA,9,2003,PRI
CAMPECHE,4,ESCARCEGA,9,2004,PRI
CAMPECHE,4,ESCARCEGA,9,2005,PRI
CAMPECHE,4,ESCARCEGA,9,2006,PRI
CAMPECHE,4,ESCARCEGA,9,2007,PRI
CAMPECHE,4,ESCARCEGA,9,2008,PRI
CAMPECHE,4,ESCARCEGA,9,2009,PRI
CAMPECHE,4,ESCARCEGA,9,2010,PRI
CAMPECHE,4,ESCARCEGA,9,2011,PRI
CAMPECHE,4,ESCARCEGA,9,2012,PRI
CAMPECHE,4,ESCARCEGA,9,2013,PRI
CAMPECHE,4,ESCARCEGA,9,2014,PRI
CAMPECHE,4,ESCARCEGA,9,2015,PRI
CAMPECHE,4,ESCARCEGA,9,2016,PRI
CAMPECHE,4,ESCARCEGA,9,2017,PRI
CAMPECHE,4,ESCARCEGA,9,2018,PRI
CAMPECHE,4,ESCARCEGA,9,2019,PRI
CAMPECHE,4,ESCARCEGA,9,2020,PRI
CAMPECHE,4,HECELCHAKAN,5,1992,PRI
CAMPECHE,4,HECELCHAKAN,5,1993,PRI
CAMPECHE,4,HECELCHAKAN,5,1994,PRI
CAMPECHE,4,HECELCHAKAN,5,1995,PRI
CAMPECHE,4,HECELCHAKAN,5,1996,PRI
CAMPECHE,4,HECELCHAKAN,5,1997,PRI
CAMPECHE,4,HECELCHAKAN,5,1998,PRI
CAMPECHE,4,HECELCHAKAN,5,1999,PRI
CAMPECHE,4,HECELCHAKAN,5,2000,PRI
CAMPECHE,4,HECELCHAKAN,5,2001,PRI
CAMPECHE,4,HECELCHAKAN,5,2002,PRI
CAMPECHE,4,HECELCHAKAN,5,2003,PRI
CAMPECHE,4,HECELCHAKAN,5,2004,PRI
CAMPECHE,4,HECELCHAKAN,5,2005,PRI
CAMPECHE,4,HECELCHAKAN,5,2006,PRI
CAMPECHE,4,HECELCHAKAN,5,2007,PRI
CAMPECHE,4,HECELCHAKAN,5,2008,PRI
CAMPECHE,4,HECELCHAKAN,5,2009,PRI
CAMPECHE,4,HECELCHAKAN,5,2010,PRI
CAMPECHE,4,HECELCHAKAN,5,2011,PRI
CAMPECHE,4,HECELCHAKAN,5,2012,PRI
CAMPECHE,4,HECELCHAKAN,5,2013,PRI
CAMPECHE,4,HECELCHAKAN,5,2014,PRI
CAMPECHE,4,HECELCHAKAN,5,2015,PRI
CAMPECHE,4,HECELCHAKAN,5,2016,PRI
CAMPECHE,4,HECELCHAKAN,5,2017,PRI
CAMPECHE,4,HECELCHAKAN,5,2018,PRI
CAMPECHE,4,HECELCHAKAN,5,2019,PRI
CAMPECHE,4,HECELCHAKAN,5,2020,PRI
CAMPECHE,4,HOPELCHEN,6,1992,PRI
CAMPECHE,4,HOPELCHEN,6,1993,PRI
CAMPECHE,4,HOPELCHEN,6,1994,PRI
CAMPECHE,4,HOPELCHEN,6,1995,PRI
CAMPECHE,4,HOPELCHEN,6,1996,PRI
CAMPECHE,4,HOPELCHEN,6,1997,PRI
CAMPECHE,4,HOPELCHEN,6,1998,PRI
CAMPECHE,4,HOPELCHEN,6,1999,PRI
CAMPECHE,4,HOPELCHEN,6,2000,PRI
CAMPECHE,4,HOPELCHEN,6,2001,PRI
CAMPECHE,4,HOPELCHEN,6,2002,PRI
CAMPECHE,4,HOPELCHEN,6,2003,PRI
CAMPECHE,4,HOPELCHEN,6,2004,PRI
CAMPECHE,4,HOPELCHEN,6,2005,PRI
CAMPECHE,4,HOPELCHEN,6,2006,PRI
CAMPECHE,4,HOPELCHEN,6,2007,PRI
CAMPECHE,4,HOPELCHEN,6,2008,PRI
CAMPECHE,4,HOPELCHEN,6,2009,PRI
CAMPECHE,4,HOPELCHEN,6,2010,PRI
CAMPECHE,4,HOPELCHEN,6,2011,PRI
CAMPECHE,4,HOPELCHEN,6,2012,PRI
CAMPECHE,4,HOPELCHEN,6,2013,PRI
CAMPECHE,4,HOPELCHEN,6,2014,PRI
CAMPECHE,4,HOPELCHEN,6,2015,PRI
CAMPECHE,4,HOPELCHEN,6,2016,PRI
CAMPECHE,4,HOPELCHEN,6,2017,PRI
CAMPECHE,4,HOPELCHEN,6,2018,PRI
CAMPECHE,4,HOPELCHEN,6,2019,PRI
CAMPECHE,4,HOPELCHEN,6,2020,PRI
CAMPECHE,4,PALIZADA,7,1992,PRI
CAMPECHE,4,PALIZADA,7,1993,PRI
CAMPECHE,4,PALIZADA,7,1994,PRI
CAMPECHE,4,PALIZADA,7,1995,PRI
CAMPECHE,4,PALIZADA,7,1996,PRI
CAMPECHE,4,PALIZADA,7,1997,PRI
CAMPECHE,4,PALIZADA,7,1998,PRI
CAMPECHE,4,PALIZADA,7,1999,PRI
CAMPECHE,4,PALIZADA,7,2000,PRI
CAMPECHE,4,PALIZADA,7,2001,PRI
CAMPECHE,4,PALIZADA,7,2002,PRI
CAMPECHE,4,PALIZADA,7,2003,PRI
CAMPECHE,4,PALIZADA,7,2004,PRI
CAMPECHE,4,PALIZADA,7,2005,PRI
CAMPECHE,4,PALIZADA,7,2006,PRI
CAMPECHE,4,PALIZADA,7,2007,PRI
CAMPECHE,4,PALIZADA,7,2008,PRI
CAMPECHE,4,PALIZADA,7,2009,PRI
CAMPECHE,4,PALIZADA,7,2010,PRI
CAMPECHE,4,PALIZADA,7,2011,PRI
CAMPECHE,4,PALIZADA,7,2012,PRI
CAMPECHE,4,PALIZADA,7,2013,PRI
CAMPECHE,4,PALIZADA,7,2014,PRI
CAMPECHE,4,PALIZADA,7,2015,PRI
CAMPECHE,4,PALIZADA,7,2016,PRI
CAMPECHE,4,PALIZADA,7,2017,PRI
CAMPECHE,4,PALIZADA,7,2018,PRI
CAMPECHE,4,PALIZADA,7,2019,PRI
CAMPECHE,4,PALIZADA,7,2020,PRI
CAMPECHE,4,TENABO,8,1992,PRI
CAMPECHE,4,TENABO,8,1993,PRI
CAMPECHE,4,TENABO,8,1994,PRI
CAMPECHE,4,TENABO,8,1995,PRI
CAMPECHE,4,TENABO,8,1996,PRI
CAMPECHE,4,TENABO,8,1997,PRI
CAMPECHE,4,TENABO,8,1998,PRI
CAMPECHE,4,TENABO,8,1999,PRI
CAMPECHE,4,TENABO,8,2000,PRI
CAMPECHE,4,TENABO,8,2001,PRI
CAMPECHE,4,TENABO,8,2002,PRI
CAMPECHE,4,TENABO,8,2003,PRI
CAMPECHE,4,TENABO,8,2004,PRI
CAMPECHE,4,TENABO,8,2005,PRI
CAMPECHE,4,TENABO,8,2006,PRI
CAMPECHE,4,TENABO,8,2007,PRI
CAMPECHE,4,TENABO,8,2008,PRI
CAMPECHE,4,TENABO,8,2009,PRI
CAMPECHE,4,TENABO,8,2010,PRI
CAMPECHE,4,TENABO,8,2011,PRI
CAMPECHE,4,TENABO,8,2012,PRI
CAMPECHE,4,TENABO,8,2013,PRI
CAMPECHE,4,TENABO,8,2014,PRI
CAMPECHE,4,TENABO,8,2015,PRI
CAMPECHE,4,TENABO,8,2016,PRI
CAMPECHE,4,TENABO,8,2017,PRI
CAMPECHE,4,TENABO,8,2018,PRI
CAMPECHE,4,TENABO,8,2019,PRI
CAMPECHE,4,TENABO,8,2020,PRI
CHIAPAS,7,ACACOYAGUA,1,1992,PRI
CHIAPAS,7,ACACOYAGUA,1,1993,PRI
CHIAPAS,7,ACACOYAGUA,1,1994,PRI
CHIAPAS,7,ACACOYAGUA,1,1995,PRI
